0,1,2,3,4,5
0.551879873313938,0.4830351709127262,-0.7075282099761586,-0.032988888649025085,0.04373753987977799,-0.504798509000067
-0.35518678169177825,-0.3260037348499632,-0.0664913605838827,-0.39780430015634327,-0.23481329504323062,-0.5423048587336838
1.0177129754911278,0.5192113941380876,0.17053327274761074,0.1088776219649092,0.20306424705047688,-0.4734649458447474
0.015638083719640598,0.6828195392908206,0.6837311877331587,-0.0761900272164618,0.15539312154694787,-0.4878571146113774
1.1065438739184474,0.5791485778707385,0.16057211560996995,0.11764569939564751,0.13438934436252228,-0.46988749357991444
-0.14999282989430288,0.5064687680441888,0.7360717756036986,0.7430396772120696,-0.220879658866354,-0.5154405445881894
0.5868443820835189,-0.4818389916443002,-0.5850036025984989,-0.1730034937203257,-0.14221233986007842,-0.5069437675134302
0.8733249714104534,0.542092063478923,0.20023837961123092,0.20783219975572073,0.411534795706357,-0.458515113760171
-0.42213828636719813,0.6496741027294389,-0.1771546631362556,-0.18047651141886892,0.02711581150329452,-0.5237713567937264
-0.4930801105084638,-0.3452584032524616,-0.046150728878439934,-0.36135196886911064,-0.1051356151607095,-0.5325974884506085
-0.5016237565577979,-0.3873728786527415,-0.051385918113559276,-0.4022525751204825,-0.10674994294924943,-0.5243243987923358
1.3291354483221083,0.6502702438926552,0.12724975254381157,0.070708023257237,-0.13420048380710314,-0.48589712729734147
-0.19747099233535662,-0.3934268143138141,0.8364848203155298,-0.20365380605542063,0.3007737085460668,-0.45517049682690414
0.9667440547817665,-0.4819167835111569,0.2871807218750441,-0.04373463072847549,0.0955404881945741,-0.460967594618618
0.3774058829967449,-0.6115935721325774,0.3893681052829363,1.0222721572393407,0.28845090262485135,-0.41930558761658565
-0.7685604173254672,-0.49233539254016156,-0.020733515775552613,0.501759719091003,-0.4023025629028771,-0.5339065958770999
0.6538171443318284,-0.5349522720306354,0.33739406264147415,0.042549682539208114,0.4472434132828362,-0.4394112831447129
-0.6319394074936074,-0.37726166355070845,-0.03947999163414842,-0.3248814991919755,0.13287670357327885,-0.47913886715928056
-0.2831294887743238,-0.348149257534842,-0.07446138006568175,-0.453836359994413,-0.3519836635684559,-0.5309096533818043
-0.8473287374213646,-0.5015922581189469,-0.0002557281651981869,0.5767206567971396,-0.20956930009103195,-0.49434555951814757
1.1220776366513148,0.5828777589157794,0.15838168502105007,0.11449099075862948,0.11966177926333622,-0.4599926627218755
-0.665439488040017,-0.42551441661237593,-0.02390210654220649,0.5061906638195784,-0.5332245244448184,-0.5375862850046481
0.5421558606295931,-0.5072238878158177,-0.5795152033642061,-0.1712174253587794,-0.10645678296197367,-0.4952489779909874
-0.5175693915944457,-0.3822000748637714,-0.05647132801455365,-0.3275233069926527,0.009283196543117713,-0.49069189435659616
-0.1644156294677845,-0.40081231042726584,0.838961995448549,0.6154347316564487,-0.3952045150902333,-0.5019602995279442
0.5857119285874482,-0.5062821857293046,-0.5746592696371073,-0.17651359772359718,-0.1470603346632838,-0.49112047875369774
-0.5446732977144849,-0.3928524151255058,-0.05808348949961081,-0.3536733690931205,-0.021007676029198282,-0.4844867620701306
0.6101468268767305,-0.48155609738167277,-0.584767895375042,-0.17680693408442671,-0.16559708293533199,-0.4925481031959047
-0.05985075464592811,-0.3183977608779021,0.8463008795801938,-0.1630262791261438,0.18644429691687062,-0.45314154185997896
-0.6373313238484583,-0.4259668806166505,0.8675565200986735,-0.14859887101233793,1.025517303947534,-0.39687670228865
